name,ligID,targetID,instance,file_l,file_r,instance,autodock,dock,dsx,vina,score
CHEMBL426485,lig0020,target001,dock,lig0020/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.150,-54.047,-114.600,-7.090,-51.305
CHEMBL4079841,lig0021,target001,autodock,lig0021/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.920,-45.777,-113.538,-7.590,-9.400
CHEMBL1836895,lig0022,target001,dock,lig0022/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.240,-53.807,-120.467,-8.876,-48.957
CHEMBL383765,lig0023,target001,dock,lig0023/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.760,-52.983,-109.122,-7.582,-46.536
CHEMBL1836896,lig0024,target001,vina,lig0024/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.040,-52.115,-115.579,-8.380,-9.500
CHEMBL4100122,lig0025,target001,vina,lig0025/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.290,-46.351,-92.648,-7.163,-8.200
CHEMBL4090816,lig0026,target001,autodock,lig0026/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.330,-48.017,-116.186,-7.775,-9.520
CHEMBL4092365,lig0027,target001,vina,lig0027/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.440,-50.125,-110.122,-7.990,-8.600
CHEMBL1760582,lig0028,target001,dock,lig0028/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-10.350,-52.372,-104.912,-8.630,-41.570
CHEMBL2315154,lig0029,target001,dock,lig0029/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.820,-57.805,-134.237,-7.987,-52.787
CHEMBL1086473,lig0030,target001,dock,lig0030/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.360,-47.306,-106.332,-8.166,-45.684
CHEMBL4075866,lig0031,target001,autodock,lig0031/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.010,-53.027,-124.624,-7.770,-10.140
CHEMBL4082112,lig0032,target001,vina,lig0032/target001/poses/pose-15.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.100,-47.682,-96.330,-7.479,-7.800
CHEMBL2315163,lig0033,target001,dock,lig0033/target001/poses/pose-24.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.520,-54.888,-128.587,-6.515,-49.859
CHEMBL4646933,lig0034,target001,autodock,lig0034/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.340,-46.747,-121.500,-9.217,-10.470
CHEMBL3827413,lig0035,target001,vina,lig0035/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-12.000,-68.938,-112.986,-7.344,-8.900
CHEMBL1086474,lig0036,target001,autodock,lig0036/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.770,-47.202,-111.361,-7.933,-8.510
CHEMBL4096097,lig0037,target001,dock,lig0037/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.920,-47.849,-110.627,-7.295,-44.173
CHEMBL4079597,lig0038,target001,vina,lig0038/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-10.040,-52.002,-112.448,-8.504,-9.400
CHEMBL1760443,lig0039,target001,autodock,lig0039/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.350,-45.443,-97.955,-7.721,-8.390
CHEMBL4642612,lig0040,target001,autodock,lig0040/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.190,-49.205,-121.298,-9.003,-11.070
CHEMBL1836894,lig0041,target001,vina,lig0041/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.830,-50.885,-103.980,-7.723,-9.000
CHEMBL4097707,lig0042,target001,vina,lig0042/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.380,-48.953,-101.119,-7.484,-8.100
CHEMBL4066900,lig0043,target001,autodock,lig0043/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.470,-47.888,-110.593,-7.344,-8.410
CHEMBL4065927,lig0044,target001,dock,lig0044/target001/poses/pose-23.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.660,-49.071,-121.664,-7.958,-45.812
CHEMBL4065786,lig0045,target001,autodock,lig0045/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.670,-52.057,-116.355,-8.227,-9.270
CHEMBL4170901,lig0046,target001,autodock,lig0046/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-13.620,-43.496,-145.587,-9.049,-11.650
CHEMBL4103710,lig0047,target001,dock,lig0047/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.650,-50.161,-117.622,-8.136,-44.729
CHEMBL1082642,lig0048,target001,dock,lig0048/target001/poses/pose-17.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.990,-42.892,-93.420,-7.878,-40.940
CHEMBL4077873,lig0049,target001,vina,lig0049/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.340,-45.583,-107.962,-6.682,-7.500
CHEMBL4071479,lig0050,target001,vina,lig0050/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.320,-37.392,-116.733,-8.008,-8.500
CHEMBL4644843,lig0051,target001,autodock,lig0051/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.620,-45.160,-122.692,-9.214,-10.780
CHEMBL1082982,lig0052,target001,vina,lig0052/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-11.470,-42.216,-129.761,-10.150,-10.900
CHEMBL4074552,lig0053,target001,vina,lig0053/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.320,-49.538,-113.138,-7.947,-8.300
CHEMBL3221827,lig0054,target001,autodock,lig0054/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.630,-45.370,-97.169,-8.199,-8.790
CHEMBL4071587,lig0055,target001,autodock,lig0055/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.350,-49.240,-110.685,-7.112,-8.560
CHEMBL4075504,lig0056,target001,autodock,lig0056/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.780,-49.704,-105.747,-6.986,-7.050
CHEMBL4162974,lig0057,target001,dock,lig0057/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.960,-50.500,-111.583,-6.680,-48.773
CHEMBL1082307,lig0058,target001,dock,lig0058/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.550,-48.320,-102.713,-8.004,-47.432
CHEMBL215536,lig0059,target001,autodock,lig0059/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.130,-48.225,-117.127,-7.723,-8.430
CHEMBL4645797,lig0060,target001,dock,lig0060/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.370,-47.477,-108.189,-7.605,-43.807
CHEMBL4102127,lig0061,target001,autodock,lig0061/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.450,-46.059,-98.943,-6.770,-8.040
CHEMBL4069818,lig0062,target001,dock,lig0062/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-8.200,-48.489,-113.792,-7.030,-47.389
CHEMBL4069667,lig0063,target001,vina,lig0063/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.140,-48.592,-117.521,-7.768,-7.800
CHEMBL4160925,lig0064,target001,dock,lig0064/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.520,-49.373,-103.043,-6.748,-49.181
CHEMBL4455899,lig0065,target001,dock,lig0065/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.110,-37.015,-87.305,-8.303,-32.094
CHEMBL1282,lig0066,target001,autodock,lig0066/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.700,-36.577,-92.244,-8.560,-8.710
CHEMBL4101498,lig0067,target001,vina,lig0067/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.790,-47.110,-101.692,-7.216,-7.900
CHEMBL549344,lig0068,target001,dock,lig0068/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-6.960,-50.519,-97.321,-6.563,-50.549
CHEMBL4084584,lig0069,target001,autodock,lig0069/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.300,-47.383,-104.383,-7.440,-7.700
CHEMBL4161057,lig0070,target001,autodock,lig0070/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-13.100,-59.186,-149.560,-9.511,-12.420
CHEMBL213396,lig0071,target001,dock,lig0071/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.610,-49.754,-125.040,-7.004,-53.292
CHEMBL3221818,lig0072,target001,dock,lig0072/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.220,-38.481,-88.805,-8.278,-34.957
CHEMBL3221824,lig0073,target001,autodock,lig0073/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.950,-39.410,-100.941,-7.734,-7.080
CHEMBL3221825,lig0074,target001,dock,lig0074/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-6.280,-45.564,-93.227,-7.112,-44.218
CHEMBL3221830,lig0075,target001,vina,lig0075/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.790,-41.329,-94.150,-8.229,-9.500
CHEMBL3221822,lig0076,target001,autodock,lig0076/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.400,-38.687,-84.715,-7.138,-7.340
CHEMBL3221823,lig0077,target001,vina,lig0077/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.900,-40.613,-89.415,-8.483,-8.800
CHEMBL4456944,lig0078,target001,dock,lig0078/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.810,-34.240,-92.714,-6.670,-34.031
CHEMBL4448786,lig0079,target001,dock,lig0079/target001/poses/pose-23.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.340,-34.223,-78.622,-7.518,-32.760
CHEMBL4644708,lig0080,target001,vina,lig0080/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.740,-48.693,-112.230,-8.039,-8.300
CHEMBL3485054,lig0081,target001,vina,lig0081/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.570,-34.259,-87.377,-7.266,-7.900
CHEMBL3963922,lig0082,target001,autodock,lig0082/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.040,-52.636,-117.155,-7.344,-7.320
CHEMBL4590302,lig0083,target001,dock,lig0083/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.580,-33.764,-94.930,-6.049,-32.973
CHEMBL4455751,lig0084,target001,dock,lig0084/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-3.940,-29.988,-80.495,-5.757,-32.549
CHEMBL4644723,lig0085,target001,vina,lig0085/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-3.270,-31.905,-75.218,-5.180,-6.300
CHEMBL4514055,lig0086,target001,vina,lig0086/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.530,-33.040,-71.945,-7.421,-8.300
CHEMBL3975213,lig0087,target001,autodock,lig0087/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.580,-54.733,-134.553,-7.737,-7.310
CHEMBL4473706,lig0088,target001,dock,lig0088/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.600,-32.235,-79.929,-6.430,-31.791
CHEMBL195276,lig0089,target001,vina,lig0089/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.390,-38.795,-93.737,-8.902,-9.300
CHEMBL4285025,lig0090,target001,vina,lig0090/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.260,-33.891,-71.471,-6.307,-8.100
CHEMBL4288029,lig0091,target001,dock,lig0091/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-10.080,-50.778,-114.514,-8.120,-47.215
CHEMBL4276704,lig0092,target001,autodock,lig0092/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.270,-48.521,-113.996,-6.906,-8.160
CHEMBL4280136,lig0093,target001,vina,lig0093/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.860,-49.877,-114.654,-8.031,-7.700
CHEMBL4290288,lig0094,target001,autodock,lig0094/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-12.170,-46.953,-109.626,-8.515,-9.600
CHEMBL3915625,lig0095,target001,autodock,lig0095/target001/poses/pose-8.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.460,-46.288,-116.299,-6.919,-8.580
CHEMBL4286476,lig0096,target001,dock,lig0096/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-6.560,-41.858,-96.975,-6.899,-42.100
CHEMBL4278564,lig0097,target001,autodock,lig0097/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.770,-43.701,-105.820,-7.358,-7.920
CHEMBL4293700,lig0098,target001,vina,lig0098/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.870,-42.090,-89.500,-8.487,-9.000
CHEMBL4284645,lig0099,target001,dock,lig0099/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.260,-44.894,-111.328,-6.162,-42.024
CHEMBL4283103,lig0100,target001,dock,lig0100/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-6.870,-41.924,-99.169,-8.069,-38.986
CHEMBL4166427,lig0101,target001,autodock,lig0101/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.950,-57.329,-124.180,-7.737,-10.130
CHEMBL2216759,lig0102,target001,vina,lig0102/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.130,-39.819,-77.794,-6.447,-7.000
CHEMBL4645696,lig0103,target001,vina,lig0103/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-4.520,-32.871,-80.970,-4.682,-6.000
ZINC000000000012,lig0104,target001,autodock,lig0104/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.110,-40.118,-79.785,-7.367,-8.040
ZINC000000000015,lig0105,target001,autodock,lig0105/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.720,-31.222,-49.694,-4.430,-4.220
ZINC000000000018,lig0106,target001,dock,lig0106/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.920,-32.573,-70.867,-4.618,-31.338
ZINC000000000021,lig0107,target001,vina,lig0107/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.520,-27.700,-81.046,-5.784,-6.900
ZINC000000000024,lig0108,target001,dock,lig0108/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-6.950,-32.248,-97.072,-8.758,-31.825
ZINC000000000028,lig0109,target001,dock,lig0109/target001/poses/pose-24.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.610,-32.460,-82.916,-6.270,-31.076
ZINC000000000031,lig0110,target001,autodock,lig0110/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.820,-31.676,-88.623,-5.252,-6.630
ZINC000000000035,lig0111,target001,vina,lig0111/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.490,-32.813,-89.507,-6.987,-7.700
ZINC000000000039,lig0112,target001,vina,lig0112/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.710,-34.291,-84.747,-5.691,-6.400
ZINC000000000044,lig0113,target001,dock,lig0113/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.840,-32.797,-70.502,-5.766,-31.055
ZINC000000000045,lig0114,target001,dock,lig0114/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.510,-34.744,-75.512,-5.158,-34.714
ZINC000000000048,lig0115,target001,autodock,lig0115/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.500,-35.939,-72.038,-6.429,-6.180
ZINC000000000051,lig0116,target001,vina,lig0116/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.940,-29.354,-77.894,-6.657,-7.100
ZINC000000000061,lig0117,target001,dock,lig0117/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.870,-33.073,-56.087,-4.642,-33.744
ZINC000000000076,lig0118,target001,dock,lig0118/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.770,-31.414,-69.282,-5.529,-31.205
ZINC000000000078,lig0119,target001,dock,lig0119/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.860,-36.679,-88.028,-5.704,-36.578
ZINC000000000083,lig0120,target001,dock,lig0120/target001/poses/pose-18.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-1.700,-21.562,-36.958,-3.025,-23.925
ZINC000000000088,lig0121,target001,vina,lig0121/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.720,-40.585,-106.361,-7.678,-7.600
ZINC000000000123,lig0122,target001,autodock,lig0122/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.790,-34.890,-102.214,-8.330,-8.060
ZINC000000000125,lig0123,target001,vina,lig0123/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-4.920,-27.796,-56.300,-6.657,-7.800
ZINC000000000128,lig0124,target001,vina,lig0124/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.750,-35.941,-93.086,-6.988,-8.300
ZINC000000000130,lig0125,target001,dock,lig0125/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-3.830,-30.634,-56.307,-4.649,-31.757
ZINC000000000133,lig0126,target001,autodock,lig0126/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.140,-34.727,-72.590,-7.628,-7.020
ZINC000000000135,lig0127,target001,dock,lig0127/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.650,-32.561,-66.525,-6.319,-32.297
ZINC000000000136,lig0128,target001,dock,lig0128/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.270,-37.717,-77.365,-6.077,-39.152
ZINC000000000137,lig0129,target001,autodock,lig0129/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.230,-30.153,-87.473,-4.996,-5.940
ZINC000000000140,lig0130,target001,vina,lig0130/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.530,-34.634,-80.383,-5.930,-6.400
ZINC000000000142,lig0131,target001,dock,lig0131/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.240,-38.971,-102.022,-7.134,-36.606
ZINC000000000145,lig0132,target001,autodock,lig0132/target001/poses/pose-8.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.060,-36.111,-95.534,-10.311,-6.640
ZINC000000000152,lig0133,target001,dock,lig0133/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.920,-43.217,-117.466,-9.222,-41.810
ZINC000000000153,lig0134,target001,autodock,lig0134/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.750,-41.342,-96.494,-6.805,-7.040
ZINC000000000164,lig0135,target001,autodock,lig0135/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.290,-38.871,-91.597,-6.445,-7.240
ZINC000000000166,lig0136,target001,vina,lig0136/target001/poses/pose-15.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.650,-30.447,-75.571,-6.351,-6.700
ZINC000000000167,lig0137,target001,autodock,lig0137/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.420,-34.950,-104.371,-7.669,-9.160
ZINC000000000172,lig0138,target001,vina,lig0138/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.570,-26.871,-87.144,-7.050,-7.800
