name,ligID,targetID,instance,file_l,file_r,instance,autodock,dock,dsx,vina,score
CHEMBL1086473,lig0030,target001,vina,lig0030/target001/poses/pose-13.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-11.990,-45.757,-128.201,-10.328,-9.400
CHEMBL4075866,lig0031,target001,autodock,lig0031/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.630,-46.768,-132.433,-7.467,-10.660
CHEMBL4082112,lig0032,target001,vina,lig0032/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-10.750,-37.303,-109.003,-8.121,-8.600
CHEMBL2315163,lig0033,target001,dock,lig0033/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.300,-52.881,-136.435,-7.089,-53.355
CHEMBL4646933,lig0034,target001,autodock,lig0034/target001/poses/pose-8.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.340,-46.741,-121.521,-9.219,-10.340
CHEMBL3827413,lig0035,target001,autodock,lig0035/target001/poses/pose-8.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.280,-55.758,-124.035,-7.874,-9.180
CHEMBL1086474,lig0036,target001,vina,lig0036/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.540,-38.790,-123.846,-8.933,-10.100
CHEMBL4096097,lig0037,target001,autodock,lig0037/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.670,-45.036,-112.164,-6.171,-7.610
CHEMBL4079597,lig0038,target001,autodock,lig0038/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.410,-45.778,-121.653,-8.641,-10.880
CHEMBL1760443,lig0039,target001,vina,lig0039/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.410,-31.801,-106.311,-8.808,-9.300
CHEMBL4642612,lig0040,target001,autodock,lig0040/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.310,-46.389,-130.274,-9.278,-11.290
CHEMBL1836894,lig0041,target001,autodock,lig0041/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.160,-38.933,-130.288,-8.596,-7.410
CHEMBL4097707,lig0042,target001,dock,lig0042/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.410,-46.129,-119.629,-6.942,-45.708
CHEMBL4066900,lig0043,target001,autodock,lig0043/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.100,-43.193,-115.161,-7.593,-8.490
CHEMBL4065927,lig0044,target001,dock,lig0044/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.460,-48.228,-124.096,-7.936,-47.536
CHEMBL4065786,lig0045,target001,autodock,lig0045/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.040,-46.024,-123.008,-7.236,-9.950
CHEMBL4170901,lig0046,target001,autodock,lig0046/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-13.620,-43.496,-145.587,-9.049,-11.650
CHEMBL4103710,lig0047,target001,dock,lig0047/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-9.650,-50.161,-117.622,-8.136,-44.729
CHEMBL1082642,lig0048,target001,vina,lig0048/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-11.910,-42.380,-124.232,-10.416,-11.400
CHEMBL4077873,lig0049,target001,vina,lig0049/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.880,-45.452,-111.327,-7.526,-8.000
CHEMBL4071479,lig0050,target001,vina,lig0050/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.320,-37.392,-116.733,-8.008,-8.500
CHEMBL4644843,lig0051,target001,autodock,lig0051/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.620,-45.160,-122.692,-9.214,-10.780
CHEMBL1082982,lig0052,target001,autodock,lig0052/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.790,-40.487,-130.161,-9.876,-10.940
CHEMBL4074552,lig0053,target001,autodock,lig0053/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.280,-47.926,-113.670,-7.591,-9.640
CHEMBL3221827,lig0054,target001,autodock,lig0054/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.880,-37.594,-101.518,-7.990,-8.290
CHEMBL4071587,lig0055,target001,autodock,lig0055/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.350,-49.240,-110.685,-7.112,-8.560
CHEMBL4075504,lig0056,target001,vina,lig0056/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.710,-41.198,-118.993,-6.954,-8.100
CHEMBL4162974,lig0057,target001,autodock,lig0057/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.580,-42.123,-137.093,-7.900,-10.810
CHEMBL1082307,lig0058,target001,vina,lig0058/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-10.980,-34.890,-130.289,-9.041,-8.900
CHEMBL215536,lig0059,target001,autodock,lig0059/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.130,-48.225,-117.127,-7.723,-8.430
CHEMBL4645797,lig0060,target001,autodock,lig0060/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.040,-45.775,-123.041,-8.873,-11.010
CHEMBL4102127,lig0061,target001,vina,lig0061/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.270,-41.451,-109.920,-7.515,-7.800
CHEMBL4069818,lig0062,target001,vina,lig0062/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.050,-46.780,-116.287,-6.744,-7.600
CHEMBL4069667,lig0063,target001,vina,lig0063/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-11.350,-44.585,-123.363,-8.175,-8.900
CHEMBL4160925,lig0064,target001,autodock,lig0064/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.570,-44.198,-137.647,-8.501,-10.990
CHEMBL4455899,lig0065,target001,autodock,lig0065/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.970,-33.213,-88.529,-7.744,-7.470
CHEMBL1282,lig0066,target001,dock,lig0066/target001/poses/pose-23.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.640,-34.539,-94.045,-5.528,-29.965
CHEMBL4101498,lig0067,target001,autodock,lig0067/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.400,-46.448,-113.687,-7.218,-9.100
CHEMBL549344,lig0068,target001,vina,lig0068/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-11.900,-49.584,-117.083,-8.931,-9.700
CHEMBL4084584,lig0069,target001,autodock,lig0069/target001/poses/pose-8.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.400,-46.652,-105.244,-7.235,-7.840
CHEMBL4161057,lig0070,target001,autodock,lig0070/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-13.100,-59.186,-149.560,-9.511,-12.420
CHEMBL213396,lig0071,target001,vina,lig0071/target001/poses/pose-16.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.890,-44.000,-128.339,-6.606,-7.300
CHEMBL3221818,lig0072,target001,vina,lig0072/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.110,-37.079,-94.078,-8.401,-8.200
CHEMBL3221824,lig0073,target001,autodock,lig0073/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.950,-39.410,-100.941,-7.734,-7.080
CHEMBL3221825,lig0074,target001,vina,lig0074/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.210,-35.183,-95.517,-6.732,-7.900
CHEMBL3221830,lig0075,target001,autodock,lig0075/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.050,-27.885,-111.258,-8.600,-7.240
CHEMBL3221822,lig0076,target001,autodock,lig0076/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.270,-37.153,-96.983,-7.167,-7.250
CHEMBL3221823,lig0077,target001,autodock,lig0077/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.250,-34.310,-99.853,-8.874,-9.390
CHEMBL4456944,lig0078,target001,dock,lig0078/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.870,-32.463,-102.161,-6.733,-32.605
CHEMBL4448786,lig0079,target001,dock,lig0079/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.470,-33.112,-89.058,-5.945,-32.952
CHEMBL4644708,lig0080,target001,autodock,lig0080/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.300,-46.458,-126.647,-9.367,-11.220
CHEMBL3485054,lig0081,target001,autodock,lig0081/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.280,-26.654,-93.362,-7.809,-7.160
CHEMBL3963922,lig0082,target001,autodock,lig0082/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.330,-47.577,-121.444,-6.942,-7.440
CHEMBL4590302,lig0083,target001,dock,lig0083/target001/poses/pose-22.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.580,-33.764,-94.930,-6.049,-32.973
CHEMBL4455751,lig0084,target001,autodock,lig0084/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.460,-20.703,-82.634,-6.354,-6.320
CHEMBL4644723,lig0085,target001,autodock,lig0085/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.740,-30.975,-113.480,-7.335,-9.190
CHEMBL4514055,lig0086,target001,autodock,lig0086/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.720,-26.184,-87.663,-7.176,-6.150
CHEMBL3975213,lig0087,target001,autodock,lig0087/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.580,-54.733,-134.553,-7.737,-7.310
CHEMBL4473706,lig0088,target001,dock,lig0088/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.790,-32.217,-83.788,-6.183,-30.850
CHEMBL195276,lig0089,target001,vina,lig0089/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.390,-38.795,-93.737,-8.902,-9.300
CHEMBL4285025,lig0090,target001,vina,lig0090/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-9.200,-23.371,-100.360,-7.580,-8.600
CHEMBL4288029,lig0091,target001,autodock,lig0091/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.870,-43.918,-129.817,-8.611,-10.360
CHEMBL4276704,lig0092,target001,autodock,lig0092/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.710,-24.652,-135.969,-6.898,-9.130
CHEMBL4280136,lig0093,target001,vina,lig0093/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.860,-49.877,-114.654,-8.031,-7.700
CHEMBL4290288,lig0094,target001,autodock,lig0094/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.140,-37.439,-111.624,-8.650,-8.880
CHEMBL3915625,lig0095,target001,autodock,lig0095/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.950,-42.614,-127.608,-7.819,-10.590
CHEMBL4286476,lig0096,target001,autodock,lig0096/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.150,-32.792,-110.688,-6.265,-10.360
CHEMBL4278564,lig0097,target001,autodock,lig0097/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-11.280,-38.619,-113.061,-7.703,-8.370
CHEMBL4293700,lig0098,target001,autodock,lig0098/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.800,-38.700,-114.731,-7.788,-7.790
CHEMBL4284645,lig0099,target001,vina,lig0099/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.100,-42.424,-113.700,-6.908,-7.900
CHEMBL4283103,lig0100,target001,autodock,lig0100/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.370,-36.684,-106.033,-8.276,-8.300
CHEMBL4166427,lig0101,target001,vina,lig0101/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-10.700,-56.367,-124.978,-7.762,-8.900
CHEMBL2216759,lig0102,target001,autodock,lig0102/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-9.830,-38.736,-107.089,-8.193,-8.800
CHEMBL4645696,lig0103,target001,autodock,lig0103/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.870,-31.153,-107.275,-4.711,-6.240
ZINC000000000012,lig0104,target001,autodock,lig0104/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.280,-31.824,-98.491,-7.490,-8.550
ZINC000000000015,lig0105,target001,autodock,lig0105/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.090,-29.680,-64.381,-4.360,-4.220
ZINC000000000018,lig0106,target001,vina,lig0106/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-4.870,-28.474,-76.956,-5.708,-6.000
ZINC000000000021,lig0107,target001,autodock,lig0107/target001/poses/pose-7.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.560,-27.365,-92.961,-6.377,-6.840
ZINC000000000024,lig0108,target001,vina,lig0108/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.880,-31.819,-97.851,-8.603,-9.100
ZINC000000000028,lig0109,target001,vina,lig0109/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-4.980,-32.123,-85.131,-6.216,-6.500
ZINC000000000031,lig0110,target001,vina,lig0110/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.500,-29.929,-89.315,-6.266,-7.100
ZINC000000000035,lig0111,target001,autodock,lig0111/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.530,-17.528,-105.185,-6.801,-8.640
ZINC000000000039,lig0112,target001,vina,lig0112/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.840,-31.835,-102.013,-6.327,-7.000
ZINC000000000044,lig0113,target001,dock,lig0113/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-4.840,-32.797,-70.502,-5.766,-31.055
ZINC000000000045,lig0114,target001,dock,lig0114/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.510,-34.744,-75.512,-5.158,-34.714
ZINC000000000048,lig0115,target001,autodock,lig0115/target001/poses/pose-10.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.550,-34.655,-84.076,-6.985,-6.360
ZINC000000000051,lig0116,target001,autodock,lig0116/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-7.580,-14.259,-85.373,-7.292,-7.070
ZINC000000000061,lig0117,target001,autodock,lig0117/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.810,-27.882,-75.171,-5.709,-7.060
ZINC000000000076,lig0118,target001,autodock,lig0118/target001/poses/pose-3.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.980,-12.688,-75.904,-6.377,-7.640
ZINC000000000078,lig0119,target001,dock,lig0119/target001/poses/pose-20.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.860,-36.679,-88.028,-5.704,-36.578
ZINC000000000083,lig0120,target001,vina,lig0120/target001/poses/pose-15.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-1.690,-13.367,-58.333,-3.311,-4.100
ZINC000000000088,lig0121,target001,autodock,lig0121/target001/poses/pose-1.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.960,-39.218,-108.781,-8.106,-8.210
ZINC000000000123,lig0122,target001,autodock,lig0122/target001/poses/pose-2.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-10.710,-32.372,-108.578,-9.592,-8.710
ZINC000000000125,lig0123,target001,autodock,lig0123/target001/poses/pose-9.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.980,-23.495,-66.575,-6.036,-5.810
ZINC000000000128,lig0124,target001,vina,lig0124/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.710,-33.613,-95.965,-6.730,-7.500
ZINC000000000130,lig0125,target001,autodock,lig0125/target001/poses/pose-5.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-5.810,-27.261,-76.819,-6.638,-5.990
ZINC000000000133,lig0126,target001,dock,lig0126/target001/poses/pose-19.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.080,-31.379,-73.910,-5.228,-33.974
ZINC000000000135,lig0127,target001,dock,lig0127/target001/poses/pose-23.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-3.720,-29.896,-71.445,-4.595,-30.236
ZINC000000000136,lig0128,target001,dock,lig0128/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-5.270,-37.717,-77.365,-6.077,-39.152
ZINC000000000137,lig0129,target001,vina,lig0129/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.000,-29.424,-96.587,-6.987,-7.700
ZINC000000000140,lig0130,target001,vina,lig0130/target001/poses/pose-14.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.530,-34.634,-80.383,-5.930,-6.400
ZINC000000000142,lig0131,target001,dock,lig0131/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.240,-38.971,-102.022,-7.134,-36.606
ZINC000000000145,lig0132,target001,vina,lig0132/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-8.060,-36.099,-95.536,-10.314,-9.000
ZINC000000000152,lig0133,target001,dock,lig0133/target001/poses/pose-21.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,dock,-7.920,-43.217,-117.466,-9.222,-41.810
ZINC000000000153,lig0134,target001,autodock,lig0134/target001/poses/pose-4.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-6.280,-30.910,-99.411,-6.213,-6.620
ZINC000000000164,lig0135,target001,vina,lig0135/target001/poses/pose-12.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-7.790,-33.443,-102.727,-7.708,-8.400
ZINC000000000166,lig0136,target001,vina,lig0136/target001/poses/pose-16.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-5.710,-28.530,-87.117,-6.793,-6.700
ZINC000000000167,lig0137,target001,autodock,lig0137/target001/poses/pose-6.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,autodock,-8.420,-34.950,-104.371,-7.669,-9.160
ZINC000000000172,lig0138,target001,vina,lig0138/target001/poses/pose-11.mol2,../../targets/target001/6lvy_protein_prep_ph5_aligned.pdb,vina,-6.570,-26.871,-87.144,-7.050,-7.800
